,date,visitor_team,visitor_team_points,home_team,home_team_points,attendance,arena
9440,20220410,Oklahoma City Thunder,88,Los Angeles Clippers,138,"18,210",Crypto.com Arena
9441,20220410,Golden State Warriors,128,New Orleans Pelicans,107,"16,595",Smoothie King Center
9442,20220410,Sacramento Kings,116,Phoenix Suns,109,"17,071",Phoenix Suns Arena
9443,20220410,Utah Jazz,111,Portland Trail Blazers,80,"18,123",Moda Center
9444,20220412,Cleveland Cavaliers,108,Brooklyn Nets,115,"17,732",Barclays Center
9445,20220412,Los Angeles Clippers,104,Minnesota Timberwolves,109,"17,136",Target Center
9446,20220413,Charlotte Hornets,103,Atlanta Hawks,132,"18,137",State Farm Arena
9447,20220413,San Antonio Spurs,103,New Orleans Pelicans,113,"18,610",Smoothie King Center
9448,20220415,Atlanta Hawks,107,Cleveland Cavaliers,101,"19,432",Rocket Mortgage Fieldhouse
9449,20220415,New Orleans Pelicans,105,Los Angeles Clippers,101,"19,068",Crypto.com Arena
9450,20220416,Utah Jazz,99,Dallas Mavericks,93,"20,013",American Airlines Center
9451,20220416,Minnesota Timberwolves,130,Memphis Grizzlies,117,"17,794",FedEx Forum
9452,20220416,Toronto Raptors,111,Philadelphia 76ers,131,"20,610",Wells Fargo Center
9453,20220416,Denver Nuggets,107,Golden State Warriors,123,"18,064",Chase Center
9454,20220417,Atlanta Hawks,91,Miami Heat,115,"19,514",FTX Arena
9455,20220417,Brooklyn Nets,114,Boston Celtics,115,"19,156",TD Garden
9456,20220417,Chicago Bulls,86,Milwaukee Bucks,93,"17,717",Fiserv Forum
9457,20220417,New Orleans Pelicans,99,Phoenix Suns,110,"17,071",Phoenix Suns Arena
9458,20220418,Toronto Raptors,97,Philadelphia 76ers,112,"20,974",Wells Fargo Center
9459,20220418,Utah Jazz,104,Dallas Mavericks,110,"20,113",American Airlines Center
9460,20220418,Denver Nuggets,106,Golden State Warriors,126,"18,064",Chase Center
9461,20220419,Atlanta Hawks,105,Miami Heat,115,"19,950",FTX Arena
9462,20220419,Minnesota Timberwolves,96,Memphis Grizzlies,124,"17,794",FedEx Forum
9463,20220419,New Orleans Pelicans,125,Phoenix Suns,114,"17,071",Phoenix Suns Arena
9464,20220420,Brooklyn Nets,107,Boston Celtics,114,"19,156",TD Garden
9465,20220420,Philadelphia 76ers,104,Toronto Raptors,101,"19,800",Scotiabank Arena
9466,20220420,Chicago Bulls,114,Milwaukee Bucks,110,"17,688",Fiserv Forum
9467,20220421,Memphis Grizzlies,104,Minnesota Timberwolves,95,"19,634",Target Center
9468,20220421,Dallas Mavericks,126,Utah Jazz,118,"18,306",Vivint Smart Home Arena
9469,20220421,Golden State Warriors,118,Denver Nuggets,113,"19,627",Ball Arena
9470,20220422,Miami Heat,110,Atlanta Hawks,111,"18,421",State Farm Arena
9471,20220422,Milwaukee Bucks,111,Chicago Bulls,81,"22,667",United Center
9472,20220422,Phoenix Suns,114,New Orleans Pelicans,111,"18,962",Smoothie King Center
9473,20220423,Philadelphia 76ers,102,Toronto Raptors,110,"19,800",Scotiabank Arena
9474,20220423,Dallas Mavericks,99,Utah Jazz,100,"18,306",Vivint Smart Home Arena
9475,20220423,Boston Celtics,109,Brooklyn Nets,103,"18,175",Barclays Center
9476,20220423,Memphis Grizzlies,118,Minnesota Timberwolves,119,"19,832",Target Center
9477,20220424,Milwaukee Bucks,119,Chicago Bulls,95,"22,020",United Center
9478,20220424,Golden State Warriors,121,Denver Nuggets,126,"19,628",Ball Arena
9479,20220424,Miami Heat,110,Atlanta Hawks,86,"18,951",State Farm Arena
9480,20220424,Phoenix Suns,103,New Orleans Pelicans,118,"18,962",Smoothie King Center
9481,20220425,Boston Celtics,116,Brooklyn Nets,112,"18,099",Barclays Center
9482,20220425,Toronto Raptors,103,Philadelphia 76ers,88,"20,517",Wells Fargo Center
9483,20220425,Utah Jazz,77,Dallas Mavericks,102,"20,577",American Airlines Center
9484,20220426,Atlanta Hawks,94,Miami Heat,97,"19,553",FTX Arena
9485,20220426,Minnesota Timberwolves,109,Memphis Grizzlies,111,"17,794",FedEx Forum
9486,20220426,New Orleans Pelicans,97,Phoenix Suns,112,"17,071",Phoenix Suns Arena
9487,20220427,Chicago Bulls,100,Milwaukee Bucks,116,"17,506",Fiserv Forum
9488,20220427,Denver Nuggets,98,Golden State Warriors,102,"18,064",Chase Center
9489,20220428,Philadelphia 76ers,132,Toronto Raptors,97,"19,800",Scotiabank Arena
9490,20220428,Phoenix Suns,115,New Orleans Pelicans,109,"18,710",Smoothie King Center
9491,20220428,Dallas Mavericks,98,Utah Jazz,96,"18,306",Vivint Smart Home Arena
9492,20220429,Memphis Grizzlies,114,Minnesota Timberwolves,106,"20,323",Target Center
9493,20220501,Milwaukee Bucks,101,Boston Celtics,89,"19,156",TD Garden
9494,20220501,Golden State Warriors,117,Memphis Grizzlies,116,"17,794",FedEx Forum
9495,20220502,Philadelphia 76ers,92,Miami Heat,106,"19,620",FTX Arena
9496,20220502,Dallas Mavericks,114,Phoenix Suns,121,"17,071",Phoenix Suns Arena
9497,20220503,Milwaukee Bucks,86,Boston Celtics,109,"19,156",TD Garden
9498,20220503,Golden State Warriors,101,Memphis Grizzlies,106,"17,794",FedEx Forum
9499,20220504,Philadelphia 76ers,103,Miami Heat,119,"19,759",FTX Arena
9500,20220504,Dallas Mavericks,109,Phoenix Suns,129,"17,071",Phoenix Suns Arena
9501,20220506,Miami Heat,79,Philadelphia 76ers,99,"21,033",Wells Fargo Center
9502,20220506,Phoenix Suns,94,Dallas Mavericks,103,"20,777",American Airlines Center
9503,20220507,Boston Celtics,101,Milwaukee Bucks,103,"17,736",Fiserv Forum
9504,20220507,Memphis Grizzlies,112,Golden State Warriors,142,"18,064",Chase Center
9505,20220508,Phoenix Suns,101,Dallas Mavericks,111,"20,610",American Airlines Center
9506,20220508,Miami Heat,108,Philadelphia 76ers,116,"21,194",Wells Fargo Center
9507,20220509,Boston Celtics,116,Milwaukee Bucks,108,"17,505",Fiserv Forum
9508,20220509,Memphis Grizzlies,98,Golden State Warriors,101,"18,064",Chase Center
9509,20220510,Philadelphia 76ers,85,Miami Heat,120,"19,868",FTX Arena
9510,20220510,Dallas Mavericks,80,Phoenix Suns,110,"17,071",Phoenix Suns Arena
9511,20220511,Milwaukee Bucks,110,Boston Celtics,107,"19,156",TD Garden
9512,20220511,Golden State Warriors,95,Memphis Grizzlies,134,"17,794",FedEx Forum
9513,20220512,Miami Heat,99,Philadelphia 76ers,90,"21,082",Wells Fargo Center
9514,20220512,Phoenix Suns,86,Dallas Mavericks,113,"20,777",American Airlines Center
9515,20220513,Boston Celtics,108,Milwaukee Bucks,95,"17,681",Fiserv Forum
9516,20220513,Memphis Grizzlies,96,Golden State Warriors,110,"18,064",Chase Center
9517,20220515,Milwaukee Bucks,81,Boston Celtics,109,"19,156",TD Garden
9518,20220515,Dallas Mavericks,123,Phoenix Suns,90,"17,071",Phoenix Suns Arena
9519,20220517,Boston Celtics,107,Miami Heat,118,"19,774",FTX Arena
9520,20220518,Dallas Mavericks,87,Golden State Warriors,112,"18,064",Chase Center
9521,20220519,Boston Celtics,127,Miami Heat,102,"20,100",FTX Arena
9522,20220520,Dallas Mavericks,117,Golden State Warriors,126,"18,064",Chase Center
9523,20220521,Miami Heat,109,Boston Celtics,103,"19,156",TD Garden
9524,20220522,Golden State Warriors,109,Dallas Mavericks,100,"20,813",American Airlines Center
9525,20220523,Miami Heat,82,Boston Celtics,102,"19,156",TD Garden
9526,20220524,Golden State Warriors,109,Dallas Mavericks,119,"20,810",American Airlines Center
9527,20220525,Boston Celtics,93,Miami Heat,80,"19,819",FTX Arena
9528,20220526,Dallas Mavericks,110,Golden State Warriors,120,"18,064",Chase Center
9529,20220527,Miami Heat,111,Boston Celtics,103,"19,156",TD Garden
9530,20220529,Boston Celtics,100,Miami Heat,96,"20,200",FTX Arena
9531,20220602,Boston Celtics,120,Golden State Warriors,108,"18,064",Chase Center
9532,20220605,Boston Celtics,88,Golden State Warriors,107,"18,064",Chase Center
9533,20220608,Golden State Warriors,100,Boston Celtics,116,"19,156",TD Garden
9534,20220610,Golden State Warriors,107,Boston Celtics,97,"19,156",TD Garden
9535,20220613,Boston Celtics,94,Golden State Warriors,104,"18,064",Chase Center
9536,20220616,Golden State Warriors,103,Boston Celtics,90,"19,156",TD Garden
9537,20211019,Brooklyn Nets,104,Milwaukee Bucks,127,"17,341",Fiserv Forum
9538,20211019,Golden State Warriors,121,Los Angeles Lakers,114,"18,997",Crypto.com Arena
9539,20211020,Indiana Pacers,122,Charlotte Hornets,123,"15,521",Spectrum Center
9540,20211020,Chicago Bulls,94,Detroit Pistons,88,"20,088",Little Caesars Arena
9541,20211020,Boston Celtics,134,New York Knicks,138,"19,812",Madison Square Garden (IV)
9542,20211020,Washington Wizards,98,Toronto Raptors,83,"19,800",Scotiabank Arena
9543,20211020,Cleveland Cavaliers,121,Memphis Grizzlies,132,"15,975",FedEx Forum
9544,20211020,Houston Rockets,106,Minnesota Timberwolves,124,"16,079",Target Center
9545,20211020,Philadelphia 76ers,117,New Orleans Pelicans,97,"12,845",Smoothie King Center
9546,20211020,Orlando Magic,97,San Antonio Spurs,123,"16,697",AT&T Center
9547,20211020,Oklahoma City Thunder,86,Utah Jazz,107,"18,306",Vivint Smart Home Arena
9548,20211020,Sacramento Kings,124,Portland Trail Blazers,121,"17,467",Moda Center
9549,20211020,Denver Nuggets,110,Phoenix Suns,98,"16,074",Phoenix Suns Arena
9550,20211021,Dallas Mavericks,87,Atlanta Hawks,113,"17,162",State Farm Arena
9551,20211021,Milwaukee Bucks,95,Miami Heat,137,"19,600",FTX Arena
9552,20211021,Los Angeles Clippers,113,Golden State Warriors,115,"18,064",Chase Center
9553,20211022,New York Knicks,121,Orlando Magic,96,"18,846",Amway Center
9554,20211022,Indiana Pacers,134,Washington Wizards,135,"15,407",Capital One Arena
9555,20211022,Charlotte Hornets,123,Cleveland Cavaliers,112,"17,116",Rocket Mortgage Fieldhouse
9556,20211022,Toronto Raptors,115,Boston Celtics,83,"19,156",TD Garden
9557,20211022,Brooklyn Nets,114,Philadelphia 76ers,109,"20,367",Wells Fargo Center
9558,20211022,Oklahoma City Thunder,91,Houston Rockets,124,"15,674",Toyota Center
9559,20211022,New Orleans Pelicans,112,Chicago Bulls,128,"20,995",United Center
9560,20211022,San Antonio Spurs,96,Denver Nuggets,102,"19,520",Ball Arena
9561,20211022,Phoenix Suns,115,Los Angeles Lakers,105,"18,997",Crypto.com Arena
9562,20211022,Utah Jazz,110,Sacramento Kings,101,"17,583",Golden 1 Center
9563,20211023,Atlanta Hawks,95,Cleveland Cavaliers,101,"16,846",Rocket Mortgage Fieldhouse
9564,20211023,Miami Heat,91,Indiana Pacers,102,"17,147",Gainbridge Fieldhouse
9565,20211023,Dallas Mavericks,103,Toronto Raptors,95,"19,800",Scotiabank Arena
9566,20211023,Detroit Pistons,82,Chicago Bulls,97,"18,888",United Center
9567,20211023,New Orleans Pelicans,89,Minnesota Timberwolves,96,"15,343",Target Center
9568,20211023,Milwaukee Bucks,121,San Antonio Spurs,111,"14,353",AT&T Center
9569,20211023,Phoenix Suns,105,Portland Trail Blazers,134,"18,558",Moda Center
9570,20211023,Memphis Grizzlies,120,Los Angeles Clippers,114,"16,748",Crypto.com Arena
9571,20211024,Charlotte Hornets,111,Brooklyn Nets,95,"17,732",Barclays Center
9572,20211024,Boston Celtics,107,Houston Rockets,97,"16,069",Toyota Center
9573,20211024,Orlando Magic,110,New York Knicks,104,"16,273",Madison Square Garden (IV)
9574,20211024,Philadelphia 76ers,115,Oklahoma City Thunder,103,"14,256",Paycom Center
9575,20211024,Golden State Warriors,119,Sacramento Kings,107,"13,876",Golden 1 Center
9576,20211024,Memphis Grizzlies,118,Los Angeles Lakers,121,"18,997",Crypto.com Arena
9577,20211025,Boston Celtics,140,Charlotte Hornets,129,"17,238",Spectrum Center
9578,20211025,Milwaukee Bucks,119,Indiana Pacers,109,"10,339",Gainbridge Fieldhouse
9579,20211025,Chicago Bulls,111,Toronto Raptors,108,"19,800",Scotiabank Arena
9580,20211025,Orlando Magic,90,Miami Heat,107,"19,600",FTX Arena
9581,20211025,Washington Wizards,90,Brooklyn Nets,104,"14,487",Barclays Center
9582,20211025,Detroit Pistons,104,Atlanta Hawks,122,"14,209",State Farm Arena
9583,20211025,New Orleans Pelicans,107,Minnesota Timberwolves,98,"14,435",Target Center
9584,20211025,Cleveland Cavaliers,99,Denver Nuggets,87,"14,221",Ball Arena
9585,20211025,Portland Trail Blazers,86,Los Angeles Clippers,116,"15,672",Crypto.com Arena
9586,20211026,Philadelphia 76ers,99,New York Knicks,112,"15,218",Madison Square Garden (IV)
9587,20211026,Golden State Warriors,106,Oklahoma City Thunder,98,0,Paycom Center
9588,20211026,Los Angeles Lakers,125,San Antonio Spurs,121,"18,354",AT&T Center
9589,20211026,Houston Rockets,106,Dallas Mavericks,116,"19,337",American Airlines Center
9590,20211026,Denver Nuggets,110,Utah Jazz,122,"18,306",Vivint Smart Home Arena
9591,20211027,Charlotte Hornets,120,Orlando Magic,111,"14,082",Amway Center
9592,20211027,Washington Wizards,116,Boston Celtics,107,"19,156",TD Garden
9593,20211027,Miami Heat,106,Brooklyn Nets,93,"17,732",Barclays Center
9594,20211027,Indiana Pacers,100,Toronto Raptors,118,"19,800",Scotiabank Arena
9595,20211027,Atlanta Hawks,102,New Orleans Pelicans,99,"15,541",Smoothie King Center
9596,20211027,Minnesota Timberwolves,113,Milwaukee Bucks,108,"17,341",Fiserv Forum
9597,20211027,Los Angeles Lakers,115,Oklahoma City Thunder,123,"15,783",Paycom Center
9598,20211027,Sacramento Kings,110,Phoenix Suns,107,"14,678",Phoenix Suns Arena
9599,20211027,Memphis Grizzlies,96,Portland Trail Blazers,116,"16,241",Moda Center
9600,20211027,Cleveland Cavaliers,92,Los Angeles Clippers,79,"13,276",Crypto.com Arena
9601,20211028,Atlanta Hawks,111,Washington Wizards,122,"13,653",Capital One Arena
9602,20211028,Detroit Pistons,102,Philadelphia 76ers,110,"20,017",Wells Fargo Center
9603,20211028,Utah Jazz,122,Houston Rockets,91,"15,858",Toyota Center
9604,20211028,New York Knicks,104,Chicago Bulls,103,"20,972",United Center
9605,20211028,San Antonio Spurs,99,Dallas Mavericks,104,"19,228",American Airlines Center
9606,20211028,Memphis Grizzlies,104,Golden State Warriors,101,"18,064",Chase Center
9607,20211029,Orlando Magic,109,Toronto Raptors,110,"19,800",Scotiabank Arena
9608,20211029,Charlotte Hornets,99,Miami Heat,114,"19,600",FTX Arena
9609,20211029,Indiana Pacers,98,Brooklyn Nets,105,"16,139",Barclays Center
9610,20211029,Sacramento Kings,113,New Orleans Pelicans,109,"17,507",Smoothie King Center
9611,20211029,Dallas Mavericks,75,Denver Nuggets,106,"18,315",Ball Arena
9612,20211029,Los Angeles Clippers,92,Portland Trail Blazers,111,"16,510",Moda Center
9613,20211029,Cleveland Cavaliers,101,Los Angeles Lakers,113,"18,997",Crypto.com Arena
9614,20211030,Boston Celtics,112,Washington Wizards,115,"15,813",Capital One Arena
9615,20211030,Orlando Magic,103,Detroit Pistons,110,"11,423",Little Caesars Arena
9616,20211030,New York Knicks,123,New Orleans Pelicans,117,"16,508",Smoothie King Center
9617,20211030,Toronto Raptors,97,Indiana Pacers,94,"10,578",Gainbridge Fieldhouse
9618,20211030,Atlanta Hawks,94,Philadelphia 76ers,122,"20,031",Wells Fargo Center
9619,20211030,Utah Jazz,99,Chicago Bulls,107,"20,668",United Center
9620,20211030,Miami Heat,129,Memphis Grizzlies,103,"15,989",FedEx Forum
9621,20211030,San Antonio Spurs,102,Milwaukee Bucks,93,"17,341",Fiserv Forum
9622,20211030,Oklahoma City Thunder,82,Golden State Warriors,103,"18,064",Chase Center
9623,20211030,Denver Nuggets,93,Minnesota Timberwolves,91,"17,136",Target Center
9624,20211030,Cleveland Cavaliers,92,Phoenix Suns,101,"14,516",Phoenix Suns Arena
9625,20211031,Sacramento Kings,99,Dallas Mavericks,105,"19,231",American Airlines Center
9626,20211031,Portland Trail Blazers,113,Charlotte Hornets,125,"14,960",Spectrum Center
9627,20211031,Utah Jazz,107,Milwaukee Bucks,95,"17,341",Fiserv Forum
9628,20211031,Detroit Pistons,91,Brooklyn Nets,117,"13,507",Barclays Center
9629,20211031,Houston Rockets,85,Los Angeles Lakers,95,"16,448",Crypto.com Arena
9630,20211101,Cleveland Cavaliers,113,Charlotte Hornets,110,"13,889",Spectrum Center
9631,20211101,San Antonio Spurs,118,Indiana Pacers,131,"10,227",Gainbridge Fieldhouse
9632,20211101,Portland Trail Blazers,103,Philadelphia 76ers,113,"20,115",Wells Fargo Center
9633,20211101,Washington Wizards,111,Atlanta Hawks,118,"14,632",State Farm Arena
9634,20211101,Chicago Bulls,128,Boston Celtics,114,"19,156",TD Garden
9635,20211101,Toronto Raptors,113,New York Knicks,104,"16,528",Madison Square Garden (IV)
9636,20211101,Denver Nuggets,97,Memphis Grizzlies,106,"12,683",FedEx Forum
9637,20211101,Orlando Magic,115,Minnesota Timberwolves,97,"14,744",Target Center
9638,20211101,Oklahoma City Thunder,94,Los Angeles Clippers,99,"13,722",Crypto.com Arena
9639,20211102,Milwaukee Bucks,117,Detroit Pistons,89,"9,254",Little Caesars Arena
9640,20211102,Miami Heat,125,Dallas Mavericks,110,"19,255",American Airlines Center
9641,20211102,Sacramento Kings,113,Utah Jazz,119,"18,306",Vivint Smart Home Arena
9642,20211102,New Orleans Pelicans,100,Phoenix Suns,112,"14,323",Phoenix Suns Arena
9643,20211102,Houston Rockets,117,Los Angeles Lakers,119,"18,997",Crypto.com Arena
9644,20211103,Portland Trail Blazers,104,Cleveland Cavaliers,107,"16,231",Rocket Mortgage Fieldhouse
9645,20211103,New York Knicks,98,Indiana Pacers,111,"11,607",Gainbridge Fieldhouse
9646,20211103,Boston Celtics,92,Orlando Magic,79,"12,735",Amway Center
9647,20211103,Chicago Bulls,98,Philadelphia 76ers,103,"20,438",Wells Fargo Center
9648,20211103,Toronto Raptors,109,Washington Wizards,100,"13,538",Capital One Arena
9649,20211103,Atlanta Hawks,108,Brooklyn Nets,117,"17,323",Barclays Center
9650,20211103,Denver Nuggets,106,Memphis Grizzlies,108,"12,977",FedEx Forum
9651,20211103,Los Angeles Clippers,126,Minnesota Timberwolves,115,"15,386",Target Center
9652,20211103,Dallas Mavericks,109,San Antonio Spurs,108,"16,356",AT&T Center
9653,20211103,Charlotte Hornets,92,Golden State Warriors,114,"18,064",Chase Center
9654,20211103,New Orleans Pelicans,99,Sacramento Kings,112,0,Golden 1 Center
9655,20211104,Philadelphia 76ers,109,Detroit Pistons,98,"8,702",Little Caesars Arena
9656,20211104,Utah Jazz,116,Atlanta Hawks,98,"16,590",State Farm Arena
9657,20211104,Boston Celtics,95,Miami Heat,78,"19,600",FTX Arena
9658,20211104,Houston Rockets,111,Phoenix Suns,123,"15,058",Phoenix Suns Arena
9659,20211104,Oklahoma City Thunder,107,Los Angeles Lakers,104,"18,997",Crypto.com Arena
9660,20211105,Brooklyn Nets,96,Detroit Pistons,90,"14,235",Little Caesars Arena
9661,20211105,San Antonio Spurs,102,Orlando Magic,89,"14,101",Amway Center
9662,20211105,Memphis Grizzlies,87,Washington Wizards,115,"16,302",Capital One Arena
9663,20211105,New York Knicks,113,Milwaukee Bucks,98,"17,341",Fiserv Forum
9664,20211105,Cleveland Cavaliers,102,Toronto Raptors,101,"19,800",Scotiabank Arena
9665,20211105,Los Angeles Clippers,104,Minnesota Timberwolves,84,"17,136",Target Center
9666,20211105,New Orleans Pelicans,85,Golden State Warriors,126,"18,064",Chase Center
9667,20211105,Indiana Pacers,106,Portland Trail Blazers,110,"16,841",Moda Center
9668,20211105,Charlotte Hornets,110,Sacramento Kings,140,"14,905",Golden 1 Center
9669,20211106,Houston Rockets,94,Denver Nuggets,95,"16,046",Ball Arena
9670,20211106,Utah Jazz,115,Miami Heat,118,"19,600",FTX Arena
9671,20211106,Philadelphia 76ers,114,Chicago Bulls,105,"20,936",United Center
9672,20211106,Boston Celtics,104,Dallas Mavericks,107,"20,052",American Airlines Center
9673,20211106,Atlanta Hawks,117,Phoenix Suns,121,"15,412",Phoenix Suns Arena
9674,20211106,Los Angeles Lakers,90,Portland Trail Blazers,105,"19,393",Moda Center
9675,20211107,Brooklyn Nets,116,Toronto Raptors,103,"19,800",Scotiabank Arena
9676,20211107,Cleveland Cavaliers,126,New York Knicks,109,"19,040",Madison Square Garden (IV)
9677,20211107,Utah Jazz,100,Orlando Magic,107,"13,386",Amway Center
9678,20211107,Indiana Pacers,94,Sacramento Kings,91,"12,993",Golden 1 Center
9679,20211107,Milwaukee Bucks,94,Washington Wizards,101,"15,570",Capital One Arena
9680,20211107,San Antonio Spurs,94,Oklahoma City Thunder,99,"12,972",Paycom Center
9681,20211107,Houston Rockets,107,Golden State Warriors,120,"18,064",Chase Center
9682,20211107,Charlotte Hornets,106,Los Angeles Clippers,120,"15,781",Crypto.com Arena
9683,20211108,New York Knicks,103,Philadelphia 76ers,96,"20,224",Wells Fargo Center
9684,20211108,Brooklyn Nets,95,Chicago Bulls,118,"19,459",United Center
9685,20211108,Minnesota Timberwolves,118,Memphis Grizzlies,125,"12,416",FedEx Forum
9686,20211108,New Orleans Pelicans,92,Dallas Mavericks,108,"19,231",American Airlines Center
9687,20211108,Miami Heat,96,Denver Nuggets,113,"15,577",Ball Arena
9688,20211108,Atlanta Hawks,113,Golden State Warriors,127,"18,064",Chase Center
9689,20211108,Phoenix Suns,109,Sacramento Kings,104,"13,566",Golden 1 Center
9690,20211108,Charlotte Hornets,123,Los Angeles Lakers,126,"18,997",Crypto.com Arena
9691,20211109,Milwaukee Bucks,118,Philadelphia 76ers,109,"20,029",Wells Fargo Center
