,date,visitor_team,visitor_team_points,home_team,home_team_points,attendance,arena
6037,20181020,Brooklyn Nets,112,Indiana Pacers,132,"17,007",Bankers Life Fieldhouse
6038,20181020,Toronto Raptors,117,Washington Wizards,113,"16,185",Capital One Arena
6039,20181020,Boston Celtics,103,New York Knicks,101,"19,427",Madison Square Garden (IV)
6040,20181020,Orlando Magic,115,Philadelphia 76ers,116,"20,300",Wells Fargo Center
6041,20181020,Detroit Pistons,118,Chicago Bulls,116,"21,289",United Center
6042,20181020,Charlotte Hornets,113,Miami Heat,112,"19,600",AmericanAirlines Arena
6043,20181020,Minnesota Timberwolves,136,Dallas Mavericks,140,"20,205",American Airlines Center
6044,20181020,Phoenix Suns,91,Denver Nuggets,119,"19,592",Pepsi Center
6045,20181020,San Antonio Spurs,108,Portland Trail Blazers,121,"19,461",Moda Center
6046,20181020,Houston Rockets,124,Los Angeles Lakers,115,"18,997",STAPLES Center
6047,20181021,Atlanta Hawks,133,Cleveland Cavaliers,111,"19,432",Quicken Loans Arena
6048,20181021,Sacramento Kings,131,Oklahoma City Thunder,120,"18,203",Chesapeake Energy Arena
6049,20181021,Golden State Warriors,98,Denver Nuggets,100,"19,520",Pepsi Center
6050,20181021,Houston Rockets,112,Los Angeles Clippers,115,"16,149",STAPLES Center
6051,20181022,Orlando Magic,93,Boston Celtics,90,"18,624",TD Garden
6052,20181022,Charlotte Hornets,106,Toronto Raptors,127,"19,800",Scotiabank Arena
6053,20181022,New York Knicks,113,Milwaukee Bucks,124,"16,228",Fiserv Forum
6054,20181022,Indiana Pacers,91,Minnesota Timberwolves,101,"10,371",Target Center
6055,20181022,Chicago Bulls,109,Dallas Mavericks,115,"19,291",American Airlines Center
6056,20181022,Memphis Grizzlies,92,Utah Jazz,84,"18,306",Vivint Smart Home Arena
6057,20181022,Washington Wizards,125,Portland Trail Blazers,124,"19,187",Moda Center
6058,20181022,Phoenix Suns,103,Golden State Warriors,123,"19,596",Oracle Arena
6059,20181022,San Antonio Spurs,143,Los Angeles Lakers,142,"18,997",STAPLES Center
6060,20181023,Philadelphia 76ers,132,Detroit Pistons,133,"14,418",Little Caesars Arena
6061,20181023,Los Angeles Clippers,109,New Orleans Pelicans,116,"14,625",Smoothie King Center
6062,20181023,Sacramento Kings,112,Denver Nuggets,126,"13,214",Pepsi Center
6063,20181024,Dallas Mavericks,104,Atlanta Hawks,111,"16,705",State Farm Arena
6064,20181024,Brooklyn Nets,102,Cleveland Cavaliers,86,"19,432",Quicken Loans Arena
6065,20181024,New York Knicks,87,Miami Heat,110,"19,600",AmericanAirlines Arena
6066,20181024,Minnesota Timberwolves,105,Toronto Raptors,112,"19,800",Scotiabank Arena
6067,20181024,Charlotte Hornets,110,Chicago Bulls,112,"19,170",United Center
6068,20181024,Utah Jazz,100,Houston Rockets,89,"18,055",Toyota Center
6069,20181024,Indiana Pacers,116,San Antonio Spurs,96,"18,354",AT&T Center
6070,20181024,Philadelphia 76ers,108,Milwaukee Bucks,123,"17,341",Fiserv Forum
6071,20181024,Los Angeles Lakers,131,Phoenix Suns,113,"18,055",Talking Stick Resort Arena
6072,20181024,Memphis Grizzlies,92,Sacramento Kings,97,"14,198",Golden 1 Center
6073,20181024,Washington Wizards,122,Golden State Warriors,144,"19,596",Oracle Arena
6074,20181025,Cleveland Cavaliers,103,Detroit Pistons,110,"15,896",Little Caesars Arena
6075,20181025,Portland Trail Blazers,128,Orlando Magic,114,"15,114",Amway Center
6076,20181025,Boston Celtics,101,Oklahoma City Thunder,95,"18,203",Chesapeake Energy Arena
6077,20181025,Denver Nuggets,114,Los Angeles Lakers,121,"18,997",STAPLES Center
6078,20181026,Chicago Bulls,106,Charlotte Hornets,135,"15,220",Spectrum Center
6079,20181026,Golden State Warriors,128,New York Knicks,100,"19,812",Madison Square Garden (IV)
6080,20181026,Dallas Mavericks,107,Toronto Raptors,116,"19,800",Scotiabank Arena
6081,20181026,Los Angeles Clippers,133,Houston Rockets,113,"18,055",Toyota Center
6082,20181026,Milwaukee Bucks,125,Minnesota Timberwolves,95,"16,334",Target Center
6083,20181026,Brooklyn Nets,115,New Orleans Pelicans,117,"15,272",Smoothie King Center
6084,20181026,Washington Wizards,112,Sacramento Kings,116,"14,101",Golden 1 Center
6085,20181027,Boston Celtics,109,Detroit Pistons,89,"18,120",Little Caesars Arena
6086,20181027,Utah Jazz,132,New Orleans Pelicans,111,"16,373",Smoothie King Center
6087,20181027,Chicago Bulls,97,Atlanta Hawks,85,"15,549",State Farm Arena
6088,20181027,Indiana Pacers,119,Cleveland Cavaliers,107,"19,432",Quicken Loans Arena
6089,20181027,Charlotte Hornets,103,Philadelphia 76ers,105,"20,203",Wells Fargo Center
6090,20181027,Phoenix Suns,96,Memphis Grizzlies,117,"15,926",FedEx Forum
6091,20181027,Portland Trail Blazers,111,Miami Heat,120,"19,600",AmericanAirlines Arena
6092,20181027,Orlando Magic,91,Milwaukee Bucks,113,"17,341",Fiserv Forum
6093,20181027,Los Angeles Lakers,106,San Antonio Spurs,110,"18,589",AT&T Center
6094,20181028,Golden State Warriors,120,Brooklyn Nets,114,"17,732",Barclays Center
6095,20181028,Utah Jazz,113,Dallas Mavericks,104,"19,571",American Airlines Center
6096,20181028,Phoenix Suns,110,Oklahoma City Thunder,117,"18,203",Chesapeake Energy Arena
6097,20181028,Washington Wizards,104,Los Angeles Clippers,136,"16,491",STAPLES Center
6098,20181029,Portland Trail Blazers,103,Indiana Pacers,93,"15,788",Bankers Life Fieldhouse
6099,20181029,Atlanta Hawks,92,Philadelphia 76ers,113,"20,269",Wells Fargo Center
6100,20181029,Sacramento Kings,123,Miami Heat,113,"19,600",AmericanAirlines Arena
6101,20181029,Brooklyn Nets,96,New York Knicks,115,"19,221",Madison Square Garden (IV)
6102,20181029,Golden State Warriors,149,Chicago Bulls,124,"21,076",United Center
6103,20181029,Toronto Raptors,109,Milwaukee Bucks,124,"17,341",Fiserv Forum
6104,20181029,Los Angeles Lakers,120,Minnesota Timberwolves,124,"18,978",Target Center
6105,20181029,Dallas Mavericks,108,San Antonio Spurs,113,"18,354",AT&T Center
6106,20181029,New Orleans Pelicans,111,Denver Nuggets,116,"15,217",Pepsi Center
6107,20181030,Miami Heat,113,Charlotte Hornets,125,"14,117",Spectrum Center
6108,20181030,Atlanta Hawks,114,Cleveland Cavaliers,136,"19,432",Quicken Loans Arena
6109,20181030,Sacramento Kings,107,Orlando Magic,99,"15,074",Amway Center
6110,20181030,Detroit Pistons,105,Boston Celtics,108,"18,624",TD Garden
6111,20181030,Philadelphia 76ers,112,Toronto Raptors,129,"19,800",Scotiabank Arena
6112,20181030,Portland Trail Blazers,104,Houston Rockets,85,"18,055",Toyota Center
6113,20181030,Washington Wizards,95,Memphis Grizzlies,107,"14,106",FedEx Forum
6114,20181030,Los Angeles Clippers,110,Oklahoma City Thunder,128,"18,203",Chesapeake Energy Arena
6115,20181031,Detroit Pistons,119,Brooklyn Nets,120,"12,862",Barclays Center
6116,20181031,Denver Nuggets,108,Chicago Bulls,107,"19,027",United Center
6117,20181031,Utah Jazz,125,Minnesota Timberwolves,128,"10,079",Target Center
6118,20181031,Indiana Pacers,107,New York Knicks,101,"18,295",Madison Square Garden (IV)
6119,20181031,New Orleans Pelicans,121,Golden State Warriors,131,"19,596",Oracle Arena
6120,20181031,Dallas Mavericks,113,Los Angeles Lakers,114,"18,997",STAPLES Center
6121,20181031,San Antonio Spurs,120,Phoenix Suns,90,"12,328",Talking Stick Resort Arena
6122,20181101,Oklahoma City Thunder,111,Charlotte Hornets,107,"14,583",Spectrum Center
6123,20181101,Denver Nuggets,110,Cleveland Cavaliers,91,"19,432",Quicken Loans Arena
6124,20181101,Los Angeles Clippers,113,Philadelphia 76ers,122,"20,246",Wells Fargo Center
6125,20181101,Sacramento Kings,146,Atlanta Hawks,115,"12,095",State Farm Arena
6126,20181101,Milwaukee Bucks,113,Boston Celtics,117,"18,624",TD Garden
6127,20181101,New Orleans Pelicans,119,Portland Trail Blazers,132,"18,921",Moda Center
6128,20181102,Los Angeles Clippers,120,Orlando Magic,95,"15,953",Amway Center
6129,20181102,Houston Rockets,119,Brooklyn Nets,111,"14,013",Barclays Center
6130,20181102,Indiana Pacers,107,Chicago Bulls,105,"19,704",United Center
6131,20181102,Oklahoma City Thunder,134,Washington Wizards,111,"20,409",Capital One Arena
6132,20181102,New York Knicks,118,Dallas Mavericks,106,"20,008",American Airlines Center
6133,20181102,Memphis Grizzlies,110,Utah Jazz,100,"18,306",Vivint Smart Home Arena
6134,20181102,Toronto Raptors,107,Phoenix Suns,98,"15,843",Talking Stick Resort Arena
6135,20181102,Minnesota Timberwolves,99,Golden State Warriors,116,"19,596",Oracle Arena
6136,20181103,Detroit Pistons,99,Philadelphia 76ers,109,"20,289",Wells Fargo Center
6137,20181103,Cleveland Cavaliers,94,Charlotte Hornets,126,"16,221",Spectrum Center
6138,20181103,Boston Celtics,101,Indiana Pacers,102,"17,505",Bankers Life Fieldhouse
6139,20181103,Miami Heat,118,Atlanta Hawks,123,"16,303",State Farm Arena
6140,20181103,Houston Rockets,96,Chicago Bulls,88,"20,505",United Center
6141,20181103,New Orleans Pelicans,95,San Antonio Spurs,109,"18,354",AT&T Center
6142,20181103,Utah Jazz,88,Denver Nuggets,103,"19,520",Pepsi Center
6143,20181103,Los Angeles Lakers,114,Portland Trail Blazers,110,"19,848",Moda Center
6144,20181104,Sacramento Kings,109,Milwaukee Bucks,144,"17,341",Fiserv Forum
6145,20181104,Philadelphia 76ers,97,Brooklyn Nets,122,"12,826",Barclays Center
6146,20181104,New York Knicks,95,Washington Wizards,108,"16,679",Capital One Arena
6147,20181104,Orlando Magic,117,San Antonio Spurs,110,"18,354",AT&T Center
6148,20181104,Memphis Grizzlies,100,Phoenix Suns,102,"13,074",Talking Stick Resort Arena
6149,20181104,Minnesota Timberwolves,81,Portland Trail Blazers,111,"19,522",Moda Center
6150,20181104,Toronto Raptors,121,Los Angeles Lakers,107,"18,997",STAPLES Center
6151,20181105,Miami Heat,120,Detroit Pistons,115,"14,148",Little Caesars Arena
6152,20181105,Houston Rockets,98,Indiana Pacers,94,"14,735",Bankers Life Fieldhouse
6153,20181105,Cleveland Cavaliers,100,Orlando Magic,102,"15,009",Amway Center
6154,20181105,Chicago Bulls,116,New York Knicks,115,"19,812",Madison Square Garden (IV)
6155,20181105,New Orleans Pelicans,116,Oklahoma City Thunder,122,"18,203",Chesapeake Energy Arena
6156,20181105,Boston Celtics,107,Denver Nuggets,115,"19,520",Pepsi Center
6157,20181105,Toronto Raptors,124,Utah Jazz,111,"18,306",Vivint Smart Home Arena
6158,20181105,Memphis Grizzlies,101,Golden State Warriors,117,"19,596",Oracle Arena
6159,20181105,Minnesota Timberwolves,109,Los Angeles Clippers,120,"16,564",STAPLES Center
6160,20181106,Atlanta Hawks,102,Charlotte Hornets,113,"13,955",Spectrum Center
6161,20181106,Washington Wizards,100,Dallas Mavericks,119,"19,234",American Airlines Center
6162,20181106,Brooklyn Nets,104,Phoenix Suns,82,"14,205",Talking Stick Resort Arena
6163,20181106,Milwaukee Bucks,103,Portland Trail Blazers,118,"19,512",Moda Center
6164,20181107,Oklahoma City Thunder,95,Cleveland Cavaliers,86,"19,432",Quicken Loans Arena
6165,20181107,Detroit Pistons,103,Orlando Magic,96,"16,103",Amway Center
6166,20181107,New York Knicks,112,Atlanta Hawks,107,"12,412",State Farm Arena
6167,20181107,San Antonio Spurs,88,Miami Heat,95,"19,600",AmericanAirlines Arena
6168,20181107,Philadelphia 76ers,100,Indiana Pacers,94,"16,434",Bankers Life Fieldhouse
6169,20181107,Denver Nuggets,87,Memphis Grizzlies,89,"15,832",FedEx Forum
6170,20181107,Chicago Bulls,98,New Orleans Pelicans,107,"15,514",Smoothie King Center
6171,20181107,Dallas Mavericks,102,Utah Jazz,117,"18,306",Vivint Smart Home Arena
6172,20181107,Toronto Raptors,114,Sacramento Kings,105,"17,583",Golden 1 Center
6173,20181107,Minnesota Timberwolves,110,Los Angeles Lakers,114,"18,997",STAPLES Center
6174,20181108,Houston Rockets,80,Oklahoma City Thunder,98,"18,203",Chesapeake Energy Arena
6175,20181108,Boston Celtics,116,Phoenix Suns,109,"17,359",Talking Stick Resort Arena
6176,20181108,Los Angeles Clippers,105,Portland Trail Blazers,116,"19,170",Moda Center
6177,20181108,Milwaukee Bucks,134,Golden State Warriors,111,"19,596",Oracle Arena
6178,20181109,Washington Wizards,108,Orlando Magic,117,"16,562",Amway Center
6179,20181109,Charlotte Hornets,132,Philadelphia 76ers,133,"20,424",Wells Fargo Center
6180,20181109,Detroit Pistons,124,Atlanta Hawks,109,"14,759",State Farm Arena
6181,20181109,Indiana Pacers,110,Miami Heat,102,"19,600",AmericanAirlines Arena
6182,20181109,Brooklyn Nets,112,Denver Nuggets,110,"19,520",Pepsi Center
6183,20181109,Boston Celtics,115,Utah Jazz,123,"18,306",Vivint Smart Home Arena
6184,20181109,Minnesota Timberwolves,110,Sacramento Kings,121,"17,583",Golden 1 Center
6185,20181110,New York Knicks,112,Toronto Raptors,128,"19,800",Scotiabank Arena
6186,20181110,Milwaukee Bucks,126,Los Angeles Clippers,128,"17,486",STAPLES Center
6187,20181110,Phoenix Suns,99,New Orleans Pelicans,119,"15,222",Smoothie King Center
6188,20181110,Cleveland Cavaliers,98,Chicago Bulls,99,"21,506",United Center
6189,20181110,Philadelphia 76ers,106,Memphis Grizzlies,112,"16,904",FedEx Forum
6190,20181110,Washington Wizards,116,Miami Heat,110,"19,600",AmericanAirlines Arena
6191,20181110,Brooklyn Nets,100,Golden State Warriors,116,"19,596",Oracle Arena
6192,20181110,Houston Rockets,89,San Antonio Spurs,96,"18,354",AT&T Center
6193,20181110,Oklahoma City Thunder,96,Dallas Mavericks,111,"19,818",American Airlines Center
6194,20181110,Los Angeles Lakers,101,Sacramento Kings,86,"17,583",Golden 1 Center
6195,20181111,Charlotte Hornets,113,Detroit Pistons,103,"15,133",Little Caesars Arena
6196,20181111,Indiana Pacers,103,Houston Rockets,115,"18,055",Toyota Center
6197,20181111,Orlando Magic,115,New York Knicks,89,"19,812",Madison Square Garden (IV)
6198,20181111,Milwaukee Bucks,121,Denver Nuggets,114,"19,520",Pepsi Center
6199,20181111,Boston Celtics,94,Portland Trail Blazers,100,"19,712",Moda Center
6200,20181111,Atlanta Hawks,106,Los Angeles Lakers,107,"18,997",STAPLES Center
6201,20181112,Orlando Magic,109,Washington Wizards,117,"15,346",Capital One Arena
6202,20181112,Philadelphia 76ers,124,Miami Heat,114,"19,600",AmericanAirlines Arena
6203,20181112,New Orleans Pelicans,126,Toronto Raptors,110,"19,800",Scotiabank Arena
6204,20181112,Dallas Mavericks,103,Chicago Bulls,98,"19,012",United Center
6205,20181112,Utah Jazz,96,Memphis Grizzlies,88,"13,477",FedEx Forum
6206,20181112,Brooklyn Nets,113,Minnesota Timberwolves,120,"10,186",Target Center
6207,20181112,Phoenix Suns,101,Oklahoma City Thunder,118,"18,203",Chesapeake Energy Arena
6208,20181112,San Antonio Spurs,99,Sacramento Kings,104,"15,500",Golden 1 Center
6209,20181112,Golden State Warriors,116,Los Angeles Clippers,121,"19,068",STAPLES Center
6210,20181113,Charlotte Hornets,89,Cleveland Cavaliers,113,"19,432",Quicken Loans Arena
6211,20181113,Houston Rockets,109,Denver Nuggets,99,"16,741",Pepsi Center
6212,20181113,Atlanta Hawks,103,Golden State Warriors,110,"19,596",Oracle Arena
6213,20181114,Philadelphia 76ers,106,Orlando Magic,111,"15,921",Amway Center
6214,20181114,Cleveland Cavaliers,95,Washington Wizards,119,"14,537",Capital One Arena
6215,20181114,Chicago Bulls,82,Boston Celtics,111,"18,624",TD Garden
6216,20181114,Miami Heat,120,Brooklyn Nets,107,"13,317",Barclays Center
6217,20181114,Detroit Pistons,106,Toronto Raptors,104,"19,800",Scotiabank Arena
6218,20181114,Memphis Grizzlies,116,Milwaukee Bucks,113,"16,817",Fiserv Forum
6219,20181114,New Orleans Pelicans,100,Minnesota Timberwolves,107,"11,636",Target Center
6220,20181114,New York Knicks,103,Oklahoma City Thunder,128,"18,203",Chesapeake Energy Arena
6221,20181114,Utah Jazz,68,Dallas Mavericks,118,"19,371",American Airlines Center
6222,20181114,San Antonio Spurs,96,Phoenix Suns,116,"14,532",Talking Stick Resort Arena
6223,20181114,Portland Trail Blazers,117,Los Angeles Lakers,126,"18,997",STAPLES Center
6224,20181115,Golden State Warriors,86,Houston Rockets,107,"18,055",Toyota Center
6225,20181115,Atlanta Hawks,93,Denver Nuggets,138,"15,103",Pepsi Center
6226,20181115,San Antonio Spurs,111,Los Angeles Clippers,116,"17,463",STAPLES Center
6227,20181116,Toronto Raptors,116,Boston Celtics,123,"18,624",TD Garden
6228,20181116,Miami Heat,91,Indiana Pacers,99,"17,923",Bankers Life Fieldhouse
6229,20181116,Utah Jazz,107,Philadelphia 76ers,113,"20,485",Wells Fargo Center
6230,20181116,Brooklyn Nets,115,Washington Wizards,104,"15,102",Capital One Arena
6231,20181116,Sacramento Kings,104,Memphis Grizzlies,112,"13,811",FedEx Forum
6232,20181116,Portland Trail Blazers,96,Minnesota Timberwolves,112,"18,978",Target Center
6233,20181116,New York Knicks,124,New Orleans Pelicans,129,"14,717",Smoothie King Center
6234,20181116,Chicago Bulls,104,Milwaukee Bucks,123,"17,341",Fiserv Forum
6235,20181117,Los Angeles Clippers,127,Brooklyn Nets,119,"12,944",Barclays Center
6236,20181117,Philadelphia 76ers,122,Charlotte Hornets,119,"19,426",Spectrum Center
6237,20181117,Atlanta Hawks,89,Indiana Pacers,97,"17,491",Bankers Life Fieldhouse
6238,20181117,Denver Nuggets,115,New Orleans Pelicans,125,"15,408",Smoothie King Center
6239,20181117,Los Angeles Lakers,117,Orlando Magic,130,"19,249",Amway Center
6240,20181117,Utah Jazz,98,Boston Celtics,86,"18,624",TD Garden
6241,20181117,Toronto Raptors,122,Chicago Bulls,83,"21,263",United Center
6242,20181117,Sacramento Kings,112,Houston Rockets,132,"18,055",Toyota Center
6243,20181117,Golden State Warriors,109,Dallas Mavericks,112,"20,260",American Airlines Center
6244,20181117,Oklahoma City Thunder,110,Phoenix Suns,100,"16,376",Talking Stick Resort Arena
6245,20181118,Memphis Grizzlies,100,Minnesota Timberwolves,87,"13,179",Target Center
6246,20181118,Los Angeles Lakers,113,Miami Heat,97,"19,686",AmericanAirlines Arena
6247,20181118,New York Knicks,117,Orlando Magic,131,"15,898",Amway Center
6248,20181118,Portland Trail Blazers,119,Washington Wizards,109,"16,647",Capital One Arena
6249,20181118,Golden State Warriors,92,San Antonio Spurs,104,"18,354",AT&T Center
6250,20181119,Boston Celtics,112,Charlotte Hornets,117,"18,040",Spectrum Center
6251,20181119,Cleveland Cavaliers,102,Detroit Pistons,113,"15,769",Little Caesars Arena
6252,20181119,Utah Jazz,94,Indiana Pacers,121,"17,000",Bankers Life Fieldhouse
6253,20181119,Phoenix Suns,114,Philadelphia 76ers,119,"20,459",Wells Fargo Center
6254,20181119,Los Angeles Clippers,127,Atlanta Hawks,119,"14,323",State Farm Arena
6255,20181119,Dallas Mavericks,88,Memphis Grizzlies,98,"15,997",FedEx Forum
6256,20181119,Denver Nuggets,98,Milwaukee Bucks,104,"17,341",Fiserv Forum
6257,20181119,San Antonio Spurs,126,New Orleans Pelicans,140,"14,675",Smoothie King Center
6258,20181119,Oklahoma City Thunder,113,Sacramento Kings,117,"16,250",Golden 1 Center
6259,20181120,Toronto Raptors,93,Orlando Magic,91,"16,016",Amway Center
6260,20181120,Los Angeles Clippers,118,Washington Wizards,125,"14,499",Capital One Arena
6261,20181120,Brooklyn Nets,104,Miami Heat,92,"19,600",AmericanAirlines Arena
6262,20181120,Portland Trail Blazers,118,New York Knicks,114,"19,812",Madison Square Garden (IV)
6263,20181121,Indiana Pacers,109,Charlotte Hornets,127,"15,913",Spectrum Center
6264,20181121,New Orleans Pelicans,120,Philadelphia 76ers,121,"20,352",Wells Fargo Center
6265,20181121,Toronto Raptors,124,Atlanta Hawks,108,"15,058",State Farm Arena
6266,20181121,New York Knicks,117,Boston Celtics,109,"18,624",TD Garden
6267,20181121,Phoenix Suns,116,Chicago Bulls,124,"19,014",United Center
6268,20181121,Los Angeles Lakers,109,Cleveland Cavaliers,105,"19,432",Quicken Loans Arena
6269,20181121,Detroit Pistons,124,Houston Rockets,126,"18,055",Toyota Center
6270,20181121,Portland Trail Blazers,100,Milwaukee Bucks,143,"17,591",Fiserv Forum
6271,20181121,Denver Nuggets,103,Minnesota Timberwolves,101,"15,086",Target Center
6272,20181121,Brooklyn Nets,113,Dallas Mavericks,119,"19,926",American Airlines Center
6273,20181121,Memphis Grizzlies,104,San Antonio Spurs,103,"18,354",AT&T Center
6274,20181121,Sacramento Kings,119,Utah Jazz,110,"18,306",Vivint Smart Home Arena
6275,20181121,Oklahoma City Thunder,123,Golden State Warriors,95,"19,596",Oracle Arena
6276,20181123,Minnesota Timberwolves,112,Brooklyn Nets,102,"12,814",Barclays Center
6277,20181123,Memphis Grizzlies,107,Los Angeles Clippers,112,"15,418",STAPLES Center
6278,20181123,Houston Rockets,111,Detroit Pistons,116,"17,268",Little Caesars Arena
6279,20181123,Boston Celtics,114,Atlanta Hawks,96,"15,017",State Farm Arena
6280,20181123,New Orleans Pelicans,109,New York Knicks,114,"18,948",Madison Square Garden (IV)
6281,20181123,Cleveland Cavaliers,121,Philadelphia 76ers,112,"20,524",Wells Fargo Center
6282,20181123,Washington Wizards,107,Toronto Raptors,125,"19,800",Scotiabank Arena
6283,20181123,Miami Heat,103,Chicago Bulls,96,"20,935",United Center
6284,20181123,San Antonio Spurs,111,Indiana Pacers,100,"17,262",Bankers Life Fieldhouse
6285,20181123,Charlotte Hornets,104,Oklahoma City Thunder,109,"18,203",Chesapeake Energy Arena
6286,20181123,Phoenix Suns,116,Milwaukee Bucks,114,"17,852",Fiserv Forum
6287,20181123,Orlando Magic,87,Denver Nuggets,112,"19,520",Pepsi Center
6288,20181123,Portland Trail Blazers,97,Golden State Warriors,125,"19,596",Oracle Arena
6289,20181123,Utah Jazz,83,Los Angeles Lakers,90,"18,997",STAPLES Center
6290,20181124,Houston Rockets,108,Cleveland Cavaliers,117,"19,432",Quicken Loans Arena
6291,20181124,Chicago Bulls,96,Minnesota Timberwolves,111,"17,119",Target Center
6292,20181124,Denver Nuggets,105,Oklahoma City Thunder,98,"18,203",Chesapeake Energy Arena
6293,20181124,New Orleans Pelicans,114,Washington Wizards,124,"15,165",Capital One Arena
6294,20181124,Boston Celtics,104,Dallas Mavericks,113,"20,226",American Airlines Center
6295,20181124,Sacramento Kings,116,Golden State Warriors,117,"19,596",Oracle Arena
6296,20181124,San Antonio Spurs,129,Milwaukee Bucks,135,"17,559",Fiserv Forum
6297,20181125,Orlando Magic,108,Los Angeles Lakers,104,"18,997",STAPLES Center
6298,20181125,Phoenix Suns,107,Detroit Pistons,118,"14,413",Little Caesars Arena
6299,20181125,Charlotte Hornets,123,Atlanta Hawks,124,"12,977",State Farm Arena
6300,20181125,Philadelphia 76ers,127,Brooklyn Nets,125,"15,217",Barclays Center
6301,20181125,New York Knicks,103,Memphis Grizzlies,98,"14,331",FedEx Forum
6302,20181125,Miami Heat,115,Toronto Raptors,125,"19,800",Scotiabank Arena
6303,20181125,Utah Jazz,133,Sacramento Kings,112,"16,048",Golden 1 Center
6304,20181125,Los Angeles Clippers,104,Portland Trail Blazers,100,"19,138",Moda Center
6305,20181126,Milwaukee Bucks,107,Charlotte Hornets,110,"13,805",Spectrum Center
6306,20181126,Minnesota Timberwolves,102,Cleveland Cavaliers,95,"19,432",Quicken Loans Arena
6307,20181126,Houston Rockets,131,Washington Wizards,135,"16,872",Capital One Arena
6308,20181126,San Antonio Spurs,108,Chicago Bulls,107,"19,006",United Center
6309,20181126,Boston Celtics,124,New Orleans Pelicans,107,"15,189",Smoothie King Center
6310,20181126,Indiana Pacers,121,Utah Jazz,88,"18,306",Vivint Smart Home Arena
6311,20181126,Orlando Magic,110,Golden State Warriors,116,"19,596",Oracle Arena
6312,20181127,New York Knicks,108,Detroit Pistons,115,"13,935",Little Caesars Arena
6313,20181127,Atlanta Hawks,115,Miami Heat,113,"19,600",AmericanAirlines Arena
6314,20181127,Toronto Raptors,122,Memphis Grizzlies,114,"14,187",FedEx Forum
6315,20181127,Los Angeles Lakers,85,Denver Nuggets,117,"19,583",Pepsi Center
6316,20181127,Indiana Pacers,109,Phoenix Suns,104,"13,038",Talking Stick Resort Arena
6317,20181128,Atlanta Hawks,94,Charlotte Hornets,108,"12,971",Spectrum Center
6318,20181128,New York Knicks,91,Philadelphia 76ers,117,"20,274",Wells Fargo Center
6319,20181128,Utah Jazz,101,Brooklyn Nets,91,"12,928",Barclays Center
6320,20181128,Dallas Mavericks,128,Houston Rockets,108,"18,055",Toyota Center
6321,20181128,Chicago Bulls,113,Milwaukee Bucks,116,"16,660",Fiserv Forum
6322,20181128,San Antonio Spurs,89,Minnesota Timberwolves,128,"11,023",Target Center
6323,20181128,Washington Wizards,104,New Orleans Pelicans,125,"13,570",Smoothie King Center
6324,20181128,Cleveland Cavaliers,83,Oklahoma City Thunder,100,"18,203",Chesapeake Energy Arena
6325,20181128,Orlando Magic,112,Portland Trail Blazers,115,"18,865",Moda Center
6326,20181128,Phoenix Suns,99,Los Angeles Clippers,115,"16,372",STAPLES Center
6327,20181129,Golden State Warriors,128,Toronto Raptors,131,"20,073",Scotiabank Arena
6328,20181129,Indiana Pacers,96,Los Angeles Lakers,104,"18,997",STAPLES Center
6329,20181129,Los Angeles Clippers,133,Sacramento Kings,121,"17,583",Golden 1 Center
6330,20181130,Cleveland Cavaliers,95,Boston Celtics,128,"18,624",TD Garden
6331,20181130,Utah Jazz,119,Charlotte Hornets,111,"15,812",Spectrum Center
6332,20181130,Chicago Bulls,88,Detroit Pistons,107,"15,372",Little Caesars Arena
6333,20181130,Washington Wizards,98,Philadelphia 76ers,123,"20,400",Wells Fargo Center
6334,20181130,Memphis Grizzlies,131,Brooklyn Nets,125,"12,983",Barclays Center
6335,20181130,New Orleans Pelicans,101,Miami Heat,106,"19,600",AmericanAirlines Arena
6336,20181130,Atlanta Hawks,109,Oklahoma City Thunder,124,"18,203",Chesapeake Energy Arena
6337,20181130,Houston Rockets,136,San Antonio Spurs,105,"18,354",AT&T Center
6338,20181130,Orlando Magic,99,Phoenix Suns,85,"13,228",Talking Stick Resort Arena
6339,20181130,Dallas Mavericks,103,Los Angeles Lakers,114,"18,997",STAPLES Center
6340,20181130,Denver Nuggets,113,Portland Trail Blazers,112,"19,459",Moda Center
6341,20181201,Milwaukee Bucks,134,New York Knicks,136,"19,812",Madison Square Garden (IV)
6342,20181201,Golden State Warriors,102,Detroit Pistons,111,"20,332",Little Caesars Arena
6343,20181201,Brooklyn Nets,88,Washington Wizards,102,"15,448",Capital One Arena
6344,20181201,Toronto Raptors,106,Cleveland Cavaliers,95,"19,432",Quicken Loans Arena
6345,20181201,Chicago Bulls,105,Houston Rockets,121,"18,055",Toyota Center
6346,20181201,Boston Celtics,118,Minnesota Timberwolves,109,"17,663",Target Center
6347,20181201,Indiana Pacers,110,Sacramento Kings,111,"17,583",Golden 1 Center
6348,20181202,Phoenix Suns,96,Los Angeles Lakers,120,"18,997",STAPLES Center
6349,20181202,New Orleans Pelicans,119,Charlotte Hornets,109,"15,336",Spectrum Center
6350,20181202,Utah Jazz,100,Miami Heat,102,"19,600",AmericanAirlines Arena
6351,20181202,Memphis Grizzlies,95,Philadelphia 76ers,103,"20,334",Wells Fargo Center
6352,20181202,Los Angeles Clippers,110,Dallas Mavericks,114,"19,551",American Airlines Center
6353,20181202,Portland Trail Blazers,118,San Antonio Spurs,131,"18,354",AT&T Center
